FID	IID	POP	REG	myREG	Color	PCH
0	NA11843	ceu	eur	European	green	16
0	NA11881	ceu	eur	European	green	16
0	NA11882	ceu	eur	European	green	16
0	NA11891	ceu	eur	European	green	16
0	NA11892	ceu	eur	European	green	16
0	NA11893	ceu	eur	European	green	16
0	NA11894	ceu	eur	European	green	16
0	NA11917	ceu	eur	European	green	16
0	NA11918	ceu	eur	European	green	16
0	NA11919	ceu	eur	European	green	16
0	NA11920	ceu	eur	European	green	16
0	NA11930	ceu	eur	European	green	16
0	NA11931	ceu	eur	European	green	16
0	NA11932	ceu	eur	European	green	16
0	NA11933	ceu	eur	European	green	16
0	NA11992	ceu	eur	European	green	16
0	NA11993	ceu	eur	European	green	16
0	NA11994	ceu	eur	European	green	16
0	NA11995	ceu	eur	European	green	16
0	NA12003	ceu	eur	European	green	16
0	NA12004	ceu	eur	European	green	16
0	NA12005	ceu	eur	European	green	16
0	NA12006	ceu	eur	European	green	16
0	NA12043	ceu	eur	European	green	16
0	NA12044	ceu	eur	European	green	16
0	NA12045	ceu	eur	European	green	16
0	NA12046	ceu	eur	European	green	16
0	NA12056	ceu	eur	European	green	16
0	NA12057	ceu	eur	European	green	16
0	NA12058	ceu	eur	European	green	16
0	NA12144	ceu	eur	European	green	16
0	NA12145	ceu	eur	European	green	16
0	NA12146	ceu	eur	European	green	16
0	NA12154	ceu	eur	European	green	16
0	NA12155	ceu	eur	European	green	16
0	NA12156	ceu	eur	European	green	16
0	NA12234	ceu	eur	European	green	16
0	NA12236	ceu	eur	European	green	16
0	NA12239	ceu	eur	European	green	16
0	NA12248	ceu	eur	European	green	16
0	NA12249	ceu	eur	European	green	16
0	NA12264	ceu	eur	European	green	16
0	NA12272	ceu	eur	European	green	16
0	NA12273	ceu	eur	European	green	16
0	NA12274	ceu	eur	European	green	16
0	NA12275	ceu	eur	European	green	16
0	NA12282	ceu	eur	European	green	16
0	NA12283	ceu	eur	European	green	16
0	NA12286	ceu	eur	European	green	16
0	NA12329	ceu	eur	European	green	16
0	NA12335	ceu	eur	European	green	16
0	NA12336	ceu	eur	European	green	16
0	NA12340	ceu	eur	European	green	16
0	NA12341	ceu	eur	European	green	16
0	NA12342	ceu	eur	European	green	16
0	NA12343	ceu	eur	European	green	16
0	NA12344	ceu	eur	European	green	16
0	NA12347	ceu	eur	European	green	16
0	NA12348	ceu	eur	European	green	16
0	NA12376	ceu	eur	European	green	16
0	NA12383	ceu	eur	European	green	16
0	NA12386	ceu	eur	European	green	16
0	NA12399	ceu	eur	European	green	16
0	NA12400	ceu	eur	European	green	16
0	NA12413	ceu	eur	European	green	16
0	NA12414	ceu	eur	European	green	16
0	NA12485	ceu	eur	European	green	16
0	NA12489	ceu	eur	European	green	16
0	NA12546B	ceu	eur	European	green	16
0	NA12707	ceu	eur	European	green	16
0	NA12716	ceu	eur	European	green	16
0	NA12717	ceu	eur	European	green	16
0	NA12718	ceu	eur	European	green	16
0	NA12739	ceu	eur	European	green	16
0	NA12740	ceu	eur	European	green	16
0	NA12748	ceu	eur	European	green	16
0	NA12749	ceu	eur	European	green	16
0	NA12750	ceu	eur	European	green	16
0	NA12751	ceu	eur	European	green	16
0	NA12752	ceu	eur	European	green	16
0	NA12753	ceu	eur	European	green	16
0	NA12760	ceu	eur	European	green	16
0	NA12761	ceu	eur	European	green	16
0	NA12762	ceu	eur	European	green	16
0	NA12763	ceu	eur	European	green	16
0	NA12766	ceu	eur	European	green	16
0	NA12767	ceu	eur	European	green	16
0	NA12775	ceu	eur	European	green	16
0	NA12776	ceu	eur	European	green	16
0	NA12777	ceu	eur	European	green	16
0	NA12778	ceu	eur	European	green	16
0	NA12801	ceu	eur	European	green	16
0	NA12802	ceu	eur	European	green	16
0	NA12812	ceu	eur	European	green	16
0	NA12813	ceu	eur	European	green	16
0	NA12814	ceu	eur	European	green	16
0	NA12815	ceu	eur	European	green	16
0	NA12817	ceu	eur	European	green	16
0	NA12818	ceu	eur	European	green	16
0	NA12827	ceu	eur	European	green	16
0	NA12828	ceu	eur	European	green	16
0	NA12829	ceu	eur	European	green	16
0	NA12830A	ceu	eur	European	green	16
0	NA12832	ceu	eur	European	green	16
0	NA12842	ceu	eur	European	green	16
0	NA12843	ceu	eur	European	green	16
0	NA12864	ceu	eur	European	green	16
0	NA12872	ceu	eur	European	green	16
0	NA12873	ceu	eur	European	green	16
0	NA12874	ceu	eur	European	green	16
0	NA12875	ceu	eur	European	green	16
0	NA12877	ceu	eur	European	green	16
0	NA12889	ceu	eur	European	green	16
0	NA12890	ceu	eur	European	green	16
0	NA12892	ceu	eur	European	green	16
0	NA18484	yri	afr	Africa	red	16
0	NA18485	yri	afr	Africa	red	16
0	NA18486	yri	afr	Africa	red	16
0	NA18487	yri	afr	Africa	red	16
0	NA18488	yri	afr	Africa	red	16
0	NA18489	yri	afr	Africa	red	16
0	NA18497	yri	afr	Africa	red	16
0	NA18498	yri	afr	Africa	red	16
0	NA18499	yri	afr	Africa	red	16
0	NA18500	yri	afr	Africa	red	16
0	NA18501	yri	afr	Africa	red	16
0	NA18502	yri	afr	Africa	red	16
0	NA18503	yri	afr	Africa	red	16
0	NA18504	yri	afr	Africa	red	16
0	NA18505	yri	afr	Africa	red	16
0	NA18506	yri	afr	Africa	red	16
0	NA18507	yri	afr	Africa	red	16
0	NA18508	yri	afr	Africa	red	16
0	NA18510	yri	afr	Africa	red	16
0	NA18511	yri	afr	Africa	red	16
0	NA18515	yri	afr	Africa	red	16
0	NA18516	yri	afr	Africa	red	16
0	NA18517	yri	afr	Africa	red	16
0	NA18518	yri	afr	Africa	red	16
0	NA18519	yri	afr	Africa	red	16
0	NA18520	yri	afr	Africa	red	16
0	NA18521	yri	afr	Africa	red	16
0	NA18522	yri	afr	Africa	red	16
0	NA18523	yri	afr	Africa	red	16
0	NA18525	chb	eas	East Asia	yellow3	16
0	NA18526	chb	eas	East Asia	yellow3	16
0	NA18528	chb	eas	East Asia	yellow3	16
0	NA18530	chb	eas	East Asia	yellow3	16
0	NA18531	chb	eas	East Asia	yellow3	16
0	NA18532	chb	eas	East Asia	yellow3	16
0	NA18533	chb	eas	East Asia	yellow3	16
0	NA18534	chb	eas	East Asia	yellow3	16
0	NA18535	chb	eas	East Asia	yellow3	16
0	NA18536	chb	eas	East Asia	yellow3	16
0	NA18537	chb	eas	East Asia	yellow3	16
0	NA18538	chb	eas	East Asia	yellow3	16
0	NA18539	chb	eas	East Asia	yellow3	16
0	NA18541	chb	eas	East Asia	yellow3	16
0	NA18542	chb	eas	East Asia	yellow3	16
0	NA18543	chb	eas	East Asia	yellow3	16
0	NA18544	chb	eas	East Asia	yellow3	16
0	NA18545	chb	eas	East Asia	yellow3	16
0	NA18546	chb	eas	East Asia	yellow3	16
0	NA18547	chb	eas	East Asia	yellow3	16
0	NA18548	chb	eas	East Asia	yellow3	16
0	NA18549	chb	eas	East Asia	yellow3	16
0	NA18550	chb	eas	East Asia	yellow3	16
0	NA18552	chb	eas	East Asia	yellow3	16
0	NA18553	chb	eas	East Asia	yellow3	16
0	NA18555	chb	eas	East Asia	yellow3	16
0	NA18557	chb	eas	East Asia	yellow3	16
0	NA18558	chb	eas	East Asia	yellow3	16
0	NA18559	chb	eas	East Asia	yellow3	16
0	NA18560	chb	eas	East Asia	yellow3	16
0	NA18561	chb	eas	East Asia	yellow3	16
0	NA18562	chb	eas	East Asia	yellow3	16
0	NA18563	chb	eas	East Asia	yellow3	16
0	NA18564	chb	eas	East Asia	yellow3	16
0	NA18565	chb	eas	East Asia	yellow3	16
0	NA18566	chb	eas	East Asia	yellow3	16
0	NA18567	chb	eas	East Asia	yellow3	16
0	NA18570	chb	eas	East Asia	yellow3	16
0	NA18571	chb	eas	East Asia	yellow3	16
0	NA18572	chb	eas	East Asia	yellow3	16
0	NA18573	chb	eas	East Asia	yellow3	16
0	NA18574	chb	eas	East Asia	yellow3	16
0	NA18577	chb	eas	East Asia	yellow3	16
0	NA18579	chb	eas	East Asia	yellow3	16
0	NA18582	chb	eas	East Asia	yellow3	16
0	NA18591	chb	eas	East Asia	yellow3	16
0	NA18592	chb	eas	East Asia	yellow3	16
0	NA18593	chb	eas	East Asia	yellow3	16
0	NA18595	chb	eas	East Asia	yellow3	16
0	NA18596	chb	eas	East Asia	yellow3	16
0	NA18597	chb	eas	East Asia	yellow3	16
0	NA18599	chb	eas	East Asia	yellow3	16
0	NA18602	chb	eas	East Asia	yellow3	16
0	NA18603	chb	eas	East Asia	yellow3	16
0	NA18605	chb	eas	East Asia	yellow3	16
0	NA18606	chb	eas	East Asia	yellow3	16
0	NA18608	chb	eas	East Asia	yellow3	16
0	NA18609	chb	eas	East Asia	yellow3	16
0	NA18610	chb	eas	East Asia	yellow3	16
0	NA18611	chb	eas	East Asia	yellow3	16
0	NA18612	chb	eas	East Asia	yellow3	16
0	NA18613	chb	eas	East Asia	yellow3	16
0	NA18614	chb	eas	East Asia	yellow3	16
0	NA18615	chb	eas	East Asia	yellow3	16
0	NA18616	chb	eas	East Asia	yellow3	16
0	NA18617	chb	eas	East Asia	yellow3	16
0	NA18618	chb	eas	East Asia	yellow3	16
0	NA18619	chb	eas	East Asia	yellow3	16
0	NA18620	chb	eas	East Asia	yellow3	16
0	NA18621	chb	eas	East Asia	yellow3	16
0	NA18622	chb	eas	East Asia	yellow3	16
0	NA18623	chb	eas	East Asia	yellow3	16
0	NA18624	chb	eas	East Asia	yellow3	16
0	NA18625	chb	eas	East Asia	yellow3	16
0	NA18626	chb	eas	East Asia	yellow3	16
0	NA18627	chb	eas	East Asia	yellow3	16
0	NA18628	chb	eas	East Asia	yellow3	16
0	NA18629	chb	eas	East Asia	yellow3	16
0	NA18630	chb	eas	East Asia	yellow3	16
0	NA18631	chb	eas	East Asia	yellow3	16
0	NA18632	chb	eas	East Asia	yellow3	16
0	NA18633	chb	eas	East Asia	yellow3	16
0	NA18634	chb	eas	East Asia	yellow3	16
0	NA18635	chb	eas	East Asia	yellow3	16
0	NA18636	chb	eas	East Asia	yellow3	16
0	NA18638	chb	eas	East Asia	yellow3	16
0	NA18639	chb	eas	East Asia	yellow3	16
0	NA18640	chb	eas	East Asia	yellow3	16
0	NA18641	chb	eas	East Asia	yellow3	16
0	NA18642	chb	eas	East Asia	yellow3	16
0	NA18643	chb	eas	East Asia	yellow3	16
0	NA18644	chb	eas	East Asia	yellow3	16
0	NA18645	chb	eas	East Asia	yellow3	16
0	NA18646	chb	eas	East Asia	yellow3	16
0	NA18647	chb	eas	East Asia	yellow3	16
0	NA18648	chb	eas	East Asia	yellow3	16
0	NA18740	chb	eas	East Asia	yellow3	16
0	NA18745	chb	eas	East Asia	yellow3	16
0	NA18747	chb	eas	East Asia	yellow3	16
0	NA18748	chb	eas	East Asia	yellow3	16
0	NA18749	chb	eas	East Asia	yellow3	16
0	NA18757	chb	eas	East Asia	yellow3	16
0	NA18852	yri	afr	Africa	red	16
0	NA18853	yri	afr	Africa	red	16
0	NA18854	yri	afr	Africa	red	16
0	NA18855	yri	afr	Africa	red	16
0	NA18856	yri	afr	Africa	red	16
0	NA18857	yri	afr	Africa	red	16
0	NA18858	yri	afr	Africa	red	16
0	NA18859	yri	afr	Africa	red	16
0	NA18860	yri	afr	Africa	red	16
0	NA18861	yri	afr	Africa	red	16
0	NA18862	yri	afr	Africa	red	16
0	NA18863	yri	afr	Africa	red	16
0	NA18865	yri	afr	Africa	red	16
0	NA18867	yri	afr	Africa	red	16
0	NA18868	yri	afr	Africa	red	16
0	NA18869	yri	afr	Africa	red	16
0	NA18870	yri	afr	Africa	red	16
0	NA18871	yri	afr	Africa	red	16
0	NA18872	yri	afr	Africa	red	16
0	NA18873	yri	afr	Africa	red	16
0	NA18874A	yri	afr	Africa	red	16
0	NA18875	yri	afr	Africa	red	16
0	NA18876	yri	afr	Africa	red	16
0	NA18877	yri	afr	Africa	red	16
0	NA18878	yri	afr	Africa	red	16
0	NA18879	yri	afr	Africa	red	16
0	NA18881	yri	afr	Africa	red	16
0	NA18906	yri	afr	Africa	red	16
0	NA18907	yri	afr	Africa	red	16
0	NA18908	yri	afr	Africa	red	16
0	NA18909	yri	afr	Africa	red	16
0	NA18910	yri	afr	Africa	red	16
0	NA18911	yri	afr	Africa	red	16
0	NA18912	yri	afr	Africa	red	16
0	NA18913	yri	afr	Africa	red	16
0	NA18914	yri	afr	Africa	red	16
0	NA18915	yri	afr	Africa	red	16
0	NA18916	yri	afr	Africa	red	16
0	NA18917	yri	afr	Africa	red	16
0	NA18923	yri	afr	Africa	red	16
0	NA18924	yri	afr	Africa	red	16
0	NA18925	yri	afr	Africa	red	16
0	NA18930	yri	afr	Africa	red	16
0	NA18933	yri	afr	Africa	red	16
0	NA18934	yri	afr	Africa	red	16
0	NA18935	yri	afr	Africa	red	16
0	NA18939	jpt	eas	East Asia	yellow3	16
0	NA18940	jpt	eas	East Asia	yellow3	16
0	NA18941	jpt	eas	East Asia	yellow3	16
0	NA18942	jpt	eas	East Asia	yellow3	16
0	NA18943	jpt	eas	East Asia	yellow3	16
0	NA18944	jpt	eas	East Asia	yellow3	16
0	NA18945	jpt	eas	East Asia	yellow3	16
0	NA18946	jpt	eas	East Asia	yellow3	16
0	NA18947	jpt	eas	East Asia	yellow3	16
0	NA18948	jpt	eas	East Asia	yellow3	16
0	NA18949	jpt	eas	East Asia	yellow3	16
0	NA18950	jpt	eas	East Asia	yellow3	16
0	NA18951	jpt	eas	East Asia	yellow3	16
0	NA18952	jpt	eas	East Asia	yellow3	16
0	NA18953	jpt	eas	East Asia	yellow3	16
0	NA18954	jpt	eas	East Asia	yellow3	16
0	NA18956	jpt	eas	East Asia	yellow3	16
0	NA18957	jpt	eas	East Asia	yellow3	16
0	NA18959	jpt	eas	East Asia	yellow3	16
0	NA18960	jpt	eas	East Asia	yellow3	16
0	NA18961	jpt	eas	East Asia	yellow3	16
0	NA18962	jpt	eas	East Asia	yellow3	16
0	NA18963	jpt	eas	East Asia	yellow3	16
0	NA18964	jpt	eas	East Asia	yellow3	16
0	NA18965	jpt	eas	East Asia	yellow3	16
0	NA18966	jpt	eas	East Asia	yellow3	16
0	NA18967	jpt	eas	East Asia	yellow3	16
0	NA18968	jpt	eas	East Asia	yellow3	16
0	NA18969	jpt	eas	East Asia	yellow3	16
0	NA18970	jpt	eas	East Asia	yellow3	16
0	NA18971	jpt	eas	East Asia	yellow3	16
0	NA18972	jpt	eas	East Asia	yellow3	16
0	NA18973	jpt	eas	East Asia	yellow3	16
0	NA18974	jpt	eas	East Asia	yellow3	16
0	NA18975	jpt	eas	East Asia	yellow3	16
0	NA18976	jpt	eas	East Asia	yellow3	16
0	NA18977	jpt	eas	East Asia	yellow3	16
0	NA18979	jpt	eas	East Asia	yellow3	16
0	NA18980	jpt	eas	East Asia	yellow3	16
0	NA18981	jpt	eas	East Asia	yellow3	16
0	NA18982	jpt	eas	East Asia	yellow3	16
0	NA18983	jpt	eas	East Asia	yellow3	16
0	NA18984	jpt	eas	East Asia	yellow3	16
0	NA18985	jpt	eas	East Asia	yellow3	16
0	NA18986	jpt	eas	East Asia	yellow3	16
0	NA18987	jpt	eas	East Asia	yellow3	16
0	NA18988	jpt	eas	East Asia	yellow3	16
0	NA18989	jpt	eas	East Asia	yellow3	16
0	NA18990	jpt	eas	East Asia	yellow3	16
0	NA18991	jpt	eas	East Asia	yellow3	16
0	NA18992	jpt	eas	East Asia	yellow3	16
0	NA18993	jpt	eas	East Asia	yellow3	16
0	NA18994	jpt	eas	East Asia	yellow3	16
0	NA18995	jpt	eas	East Asia	yellow3	16
0	NA18997	jpt	eas	East Asia	yellow3	16
0	NA18998	jpt	eas	East Asia	yellow3	16
0	NA18999	jpt	eas	East Asia	yellow3	16
0	NA19000	jpt	eas	East Asia	yellow3	16
0	NA19001	jpt	eas	East Asia	yellow3	16
0	NA19002	jpt	eas	East Asia	yellow3	16
0	NA19003	jpt	eas	East Asia	yellow3	16
0	NA19004	jpt	eas	East Asia	yellow3	16
0	NA19005	jpt	eas	East Asia	yellow3	16
0	NA19006	jpt	eas	East Asia	yellow3	16
0	NA19007	jpt	eas	East Asia	yellow3	16
0	NA19009	jpt	eas	East Asia	yellow3	16
0	NA19010	jpt	eas	East Asia	yellow3	16
0	NA19011	jpt	eas	East Asia	yellow3	16
0	NA19012	jpt	eas	East Asia	yellow3	16
0	NA19017	lwk	afr	Africa	red	16
0	NA19019	lwk	afr	Africa	red	16
0	NA19020	lwk	afr	Africa	red	16
0	NA19023	lwk	afr	Africa	red	16
0	NA19026	lwk	afr	Africa	red	16
0	NA19027	lwk	afr	Africa	red	16
0	NA19035	lwk	afr	Africa	red	16
0	NA19038	lwk	afr	Africa	red	16
0	NA19041	lwk	afr	Africa	red	16
0	NA19042	lwk	afr	Africa	red	16
0	NA19043	lwk	afr	Africa	red	16
0	NA19055	jpt	eas	East Asia	yellow3	16
0	NA19056	jpt	eas	East Asia	yellow3	16
0	NA19057	jpt	eas	East Asia	yellow3	16
0	NA19058	jpt	eas	East Asia	yellow3	16
0	NA19059	jpt	eas	East Asia	yellow3	16
0	NA19060	jpt	eas	East Asia	yellow3	16
0	NA19062	jpt	eas	East Asia	yellow3	16
0	NA19063	jpt	eas	East Asia	yellow3	16
0	NA19064	jpt	eas	East Asia	yellow3	16
0	NA19065	jpt	eas	East Asia	yellow3	16
0	NA19066	jpt	eas	East Asia	yellow3	16
0	NA19067	jpt	eas	East Asia	yellow3	16
0	NA19068	jpt	eas	East Asia	yellow3	16
0	NA19070	jpt	eas	East Asia	yellow3	16
0	NA19072	jpt	eas	East Asia	yellow3	16
0	NA19074	jpt	eas	East Asia	yellow3	16
0	NA19075	jpt	eas	East Asia	yellow3	16
0	NA19076	jpt	eas	East Asia	yellow3	16
0	NA19077	jpt	eas	East Asia	yellow3	16
0	NA19078	jpt	eas	East Asia	yellow3	16
0	NA19079	jpt	eas	East Asia	yellow3	16
0	NA19080	jpt	eas	East Asia	yellow3	16
0	NA19081	jpt	eas	East Asia	yellow3	16
0	NA19082	jpt	eas	East Asia	yellow3	16
0	NA19083	jpt	eas	East Asia	yellow3	16
0	NA19084	jpt	eas	East Asia	yellow3	16
0	NA19085	jpt	eas	East Asia	yellow3	16
0	NA19086	jpt	eas	East Asia	yellow3	16
0	NA19087	jpt	eas	East Asia	yellow3	16
0	NA19088	jpt	eas	East Asia	yellow3	16
0	NA19089	jpt	eas	East Asia	yellow3	16
0	NA19090	jpt	eas	East Asia	yellow3	16
0	NA19091	jpt	eas	East Asia	yellow3	16
0	NA19092	yri	afr	Africa	red	16
0	NA19093	yri	afr	Africa	red	16
0	NA19094	yri	afr	Africa	red	16
0	NA19095	yri	afr	Africa	red	16
0	NA19096	yri	afr	Africa	red	16
0	NA19097	yri	afr	Africa	red	16
0	NA19098	yri	afr	Africa	red	16
0	NA19099	yri	afr	Africa	red	16
0	NA19100	yri	afr	Africa	red	16
0	NA19101	yri	afr	Africa	red	16
0	NA19102	yri	afr	Africa	red	16
0	NA19103	yri	afr	Africa	red	16
0	NA19107	yri	afr	Africa	red	16
0	NA19108	yri	afr	Africa	red	16
0	NA19109	yri	afr	Africa	red	16
0	NA19113	yri	afr	Africa	red	16
0	NA19114	yri	afr	Africa	red	16
0	NA19115	yri	afr	Africa	red	16
0	NA19116	yri	afr	Africa	red	16
0	NA19117	yri	afr	Africa	red	16
0	NA19118	yri	afr	Africa	red	16
0	NA19119	yri	afr	Africa	red	16
0	NA19120	yri	afr	Africa	red	16
0	NA19121	yri	afr	Africa	red	16
0	NA19122	yri	afr	Africa	red	16
0	NA19123	yri	afr	Africa	red	16
0	NA19127	yri	afr	Africa	red	16
0	NA19128	yri	afr	Africa	red	16
0	NA19129	yri	afr	Africa	red	16
0	NA19130	yri	afr	Africa	red	16
0	NA19131	yri	afr	Africa	red	16
0	NA19132	yri	afr	Africa	red	16
0	NA19137	yri	afr	Africa	red	16
0	NA19138	yri	afr	Africa	red	16
0	NA19139	yri	afr	Africa	red	16
0	NA19140	yri	afr	Africa	red	16
0	NA19141	yri	afr	Africa	red	16
0	NA19142	yri	afr	Africa	red	16
0	NA19143	yri	afr	Africa	red	16
0	NA19144	yri	afr	Africa	red	16
0	NA19145	yri	afr	Africa	red	16
0	NA19146	yri	afr	Africa	red	16
0	NA19147	yri	afr	Africa	red	16
0	NA19148	yri	afr	Africa	red	16
0	NA19149	yri	afr	Africa	red	16
0	NA19150	yri	afr	Africa	red	16
0	NA19151	yri	afr	Africa	red	16
0	NA19152	yri	afr	Africa	red	16
0	NA19153	yri	afr	Africa	red	16
0	NA19154	yri	afr	Africa	red	16
0	NA19159	yri	afr	Africa	red	16
0	NA19160	yri	afr	Africa	red	16
0	NA19161	yri	afr	Africa	red	16
0	NA19171	yri	afr	Africa	red	16
0	NA19172	yri	afr	Africa	red	16
0	NA19173	yri	afr	Africa	red	16
0	NA19174	yri	afr	Africa	red	16
0	NA19175	yri	afr	Africa	red	16
0	NA19177	yri	afr	Africa	red	16
0	NA19185	yri	afr	Africa	red	16
0	NA19186	yri	afr	Africa	red	16
0	NA19197	yri	afr	Africa	red	16
0	NA19198	yri	afr	Africa	red	16
0	NA19199	yri	afr	Africa	red	16
0	NA19200	yri	afr	Africa	red	16
0	NA19201	yri	afr	Africa	red	16
0	NA19202	yri	afr	Africa	red	16
0	NA19203	yri	afr	Africa	red	16
0	NA19204	yri	afr	Africa	red	16
0	NA19205	yri	afr	Africa	red	16
0	NA19206	yri	afr	Africa	red	16
0	NA19207	yri	afr	Africa	red	16
0	NA19208	yri	afr	Africa	red	16
0	NA19209	yri	afr	Africa	red	16
0	NA19210	yri	afr	Africa	red	16
0	NA19211	yri	afr	Africa	red	16
0	NA19213	yri	afr	Africa	red	16
0	NA19214	yri	afr	Africa	red	16
0	NA19215	yri	afr	Africa	red	16
0	NA19221	yri	afr	Africa	red	16
0	NA19222	yri	afr	Africa	red	16
0	NA19223	yri	afr	Africa	red	16
0	NA19224	yri	afr	Africa	red	16
0	NA19225	yri	afr	Africa	red	16
0	NA19235	yri	afr	Africa	red	16
0	NA19236	yri	afr	Africa	red	16
0	NA19237	yri	afr	Africa	red	16
0	NA19240	yri	afr	Africa	red	16
0	NA19247	yri	afr	Africa	red	16
0	NA19248	yri	afr	Africa	red	16
0	NA19249	yri	afr	Africa	red	16
0	NA19256	yri	afr	Africa	red	16
0	NA19257	yri	afr	Africa	red	16
0	NA19258	yri	afr	Africa	red	16
0	NA19309	lwk	afr	Africa	red	16
0	NA19312	lwk	afr	Africa	red	16
0	NA19315	lwk	afr	Africa	red	16
0	NA19318	lwk	afr	Africa	red	16
0	NA19320	lwk	afr	Africa	red	16
0	NA19321	lwk	afr	Africa	red	16
0	NA19323	lwk	afr	Africa	red	16
0	NA19327	lwk	afr	Africa	red	16
0	NA19331	lwk	afr	Africa	red	16
0	NA19334	lwk	afr	Africa	red	16
0	NA19338	lwk	afr	Africa	red	16
0	NA19346	lwk	afr	Africa	red	16
0	NA19347	lwk	afr	Africa	red	16
0	NA19350	lwk	afr	Africa	red	16
0	NA19351	lwk	afr	Africa	red	16
0	NA19355	lwk	afr	Africa	red	16
0	NA19360	lwk	afr	Africa	red	16
0	NA19372	lwk	afr	Africa	red	16
0	NA19375	lwk	afr	Africa	red	16
0	NA19377	lwk	afr	Africa	red	16
0	NA19378	lwk	afr	Africa	red	16
0	NA19379	lwk	afr	Africa	red	16
0	NA19380	lwk	afr	Africa	red	16
0	NA19384	lwk	afr	Africa	red	16
0	NA19385	lwk	afr	Africa	red	16
0	NA19391	lwk	afr	Africa	red	16
0	NA19393	lwk	afr	Africa	red	16
0	NA19394	lwk	afr	Africa	red	16
0	NA19397	lwk	afr	Africa	red	16
0	NA19399	lwk	afr	Africa	red	16
0	NA19401	lwk	afr	Africa	red	16
0	NA19403	lwk	afr	Africa	red	16
0	NA19404	lwk	afr	Africa	red	16
0	NA19428	lwk	afr	Africa	red	16
0	NA19429	lwk	afr	Africa	red	16
0	NA19431	lwk	afr	Africa	red	16
0	NA19434	lwk	afr	Africa	red	16
0	NA19435	lwk	afr	Africa	red	16
0	NA19436	lwk	afr	Africa	red	16
0	NA19437	lwk	afr	Africa	red	16
0	NA19438	lwk	afr	Africa	red	16
0	NA19439	lwk	afr	Africa	red	16
0	NA19440	lwk	afr	Africa	red	16
0	NA19445	lwk	afr	Africa	red	16
0	NA19446	lwk	afr	Africa	red	16
0	NA19451	lwk	afr	Africa	red	16
0	NA19454	lwk	afr	Africa	red	16
0	NA19455	lwk	afr	Africa	red	16
0	NA19456	lwk	afr	Africa	red	16
0	NA19457	lwk	afr	Africa	red	16
0	NA19461	lwk	afr	Africa	red	16
0	NA19462	lwk	afr	Africa	red	16
0	NA19463	lwk	afr	Africa	red	16
0	NA19466	lwk	afr	Africa	red	16
0	NA19467	lwk	afr	Africa	red	16
0	NA19468	lwk	afr	Africa	red	16
0	NA19473	lwk	afr	Africa	red	16
0	NA19700	asw	afr	Africa	red	16
0	NA19701	asw	afr	Africa	red	16
0	NA19702	asw	afr	Africa	red	16
0	NA19703	asw	afr	Africa	red	16
0	NA19704	asw	afr	Africa	red	16
0	NA19705	asw	afr	Africa	red	16
0	NA19707	asw	afr	Africa	red	16
0	NA19711	asw	afr	Africa	red	16
0	NA19712	asw	afr	Africa	red	16
0	NA19713	asw	afr	Africa	red	16
0	NA19834	asw	afr	Africa	red	16
0	NA19835	asw	afr	Africa	red	16
0	NA19836	asw	afr	Africa	red	16
0	NA19900	asw	afr	Africa	red	16
0	NA19901	asw	afr	Africa	red	16
0	NA19902	asw	afr	Africa	red	16
0	NA19904	asw	afr	Africa	red	16
0	NA19908	asw	afr	Africa	red	16
0	NA19909	asw	afr	Africa	red	16
0	NA19913	asw	afr	Africa	red	16
0	NA19914	asw	afr	Africa	red	16
0	NA19919	asw	afr	Africa	red	16
0	NA19920	asw	afr	Africa	red	16
0	NA19922	asw	afr	Africa	red	16
0	NA19923	asw	afr	Africa	red	16
0	NA19924	asw	afr	Africa	red	16
0	NA19982	asw	afr	Africa	red	16
0	NA19983	asw	afr	Africa	red	16
0	NA19984	asw	afr	Africa	red	16
0	NA20126	asw	afr	Africa	red	16
0	NA20127	asw	afr	Africa	red	16
0	NA20128	asw	afr	Africa	red	16
0	NA20129	asw	afr	Africa	red	16
0	NA20276	asw	afr	Africa	red	16
0	NA20279	asw	afr	Africa	red	16
0	NA20281	asw	afr	Africa	red	16
0	NA20282	asw	afr	Africa	red	16
0	NA20287	asw	afr	Africa	red	16
0	NA20289	asw	afr	Africa	red	16
0	NA20291	asw	afr	Africa	red	16
0	NA20294	asw	afr	Africa	red	16
0	NA20296	asw	afr	Africa	red	16
0	NA20298	asw	afr	Africa	red	16
0	NA20317	asw	afr	Africa	red	16
0	NA20318	asw	afr	Africa	red	16
0	NA20320	asw	afr	Africa	red	16
0	NA20321	asw	afr	Africa	red	16
0	NA20332	asw	afr	Africa	red	16
0	NA20334	asw	afr	Africa	red	16
0	NA20339	asw	afr	Africa	red	16
0	NA20340	asw	afr	Africa	red	16
0	NA20342	asw	afr	Africa	red	16
0	NA20346	asw	afr	Africa	red	16
0	NA20348	asw	afr	Africa	red	16
0	NA20351	asw	afr	Africa	red	16
0	NA20355	asw	afr	Africa	red	16
0	NA20356	asw	afr	Africa	red	16
0	NA20357	asw	afr	Africa	red	16
0	NA20358	asw	afr	Africa	red	16
0	NA20359	asw	afr	Africa	red	16
0	NA20362	asw	afr	Africa	red	16
0	NA20412	asw	afr	Africa	red	16
0	NA20502	tsi	eur	European	green	16
0	NA20503	tsi	eur	European	green	16
0	NA20504	tsi	eur	European	green	16
0	NA20505	tsi	eur	European	green	16
0	NA20507	tsi	eur	European	green	16
0	NA20508	tsi	eur	European	green	16
